Filename	4-methyl-3-nitrophenol
Instrument name	DSC2A-00807 (172.23.165.2)
Operator	Petroc Shelley
rundate	5/3/2019
Sample name	4-methyl-3-nitrophenol
proceduresegments	Ramp 10 °C/min to 140.00 °C
[step]
Ramp 10 °C/min to 140.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00000		
1.66667e-3		
3.33333e-3		
5.00000e-3		
6.66667e-3		
8.33333e-3	30.579	
0.0100000	30.582	
0.0116667	30.585	
0.0133333	30.586	
0.0150000	30.589	
0.0166667	30.590	
0.0183333	30.593	
0.0200000	30.596	
0.0216667	30.598	
0.0233333	30.601	
0.0250000	30.603	
0.0266667	30.606	
0.0283333	30.608	
0.0300000	30.612	
0.0316667	30.614	
0.0333333	30.617	
0.0350000	30.620	
0.0366667	30.623	
0.0383333	30.625	
0.0400000	30.628	
0.0416667	30.631	
0.0433333	30.635	
0.0450000	30.638	
0.0466667	30.641	
0.0483333	30.643	
0.0500000	30.647	
0.0516667	30.650	
0.0533333	30.653	
0.0550000	30.658	
0.0566667	30.660	
0.0583333	30.664	-0.291069
0.0600000	30.669	-0.291054
0.0616667	30.673	-0.291016
0.0633333	30.676	-0.290959
0.0650000	30.681	-0.290860
0.0666667	30.685	-0.290749
0.0683333	30.690	-0.290673
0.0700000	30.695	-0.290611
0.0716667	30.700	-0.290579
0.0733333	30.704	-0.290549
0.0750000	30.711	-0.290533
0.0766667	30.717	-0.290526
0.0783333	30.722	-0.290532
0.0800000	30.728	-0.290580
0.0816667	30.733	-0.290718
0.0833333	30.740	-0.291010
0.0850000	30.747	-0.291493
0.0866667	30.753	-0.292577
0.0883333	30.758	-0.294214
0.0900000	30.767	-0.296908
0.0916667	30.772	-0.300734
0.0933333	30.780	-0.306116
0.0950000	30.787	-0.312730
0.0966667	30.795	-0.321017
0.0983333	30.802	-0.328452
0.100000	30.810	-0.334446
0.101667	30.819	-0.339851
0.103333	30.827	-0.344170
0.105000	30.835	-0.348441
0.106667	30.844	-0.352215
0.108333	30.853	-0.356436
0.110000	30.861	-0.360942
0.111667	30.869	-0.364551
0.113333	30.879	-0.370077
0.115000	30.888	-0.375275
0.116667	30.898	-0.380773
0.118333	30.908	-0.385286
0.120000	30.917	-0.390224
0.121667	30.927	-0.394633
0.123333	30.938	-0.400189
0.125000	30.947	-0.404492
0.126667	30.956	-0.409658
0.128333	30.966	-0.412681
0.130000	30.977	-0.416425
0.131667	30.989	-0.420489
0.133333	30.998	-0.424696
0.135000	31.010	-0.428428
0.136667	31.021	-0.432139
0.138333	31.033	-0.436643
0.140000	31.043	-0.439331
0.141667	31.054	-0.443015
0.143333	31.066	-0.445805
0.145000	31.077	-0.448584
0.146667	31.088	-0.451422
0.148333	31.100	-0.453422
0.150000	31.111	-0.456398
0.151667	31.123	-0.458085
0.153333	31.134	-0.460332
0.155000	31.146	-0.462865
0.156667	31.157	-0.465991
0.158333	31.169	-0.467497
0.160000	31.182	-0.468372
0.161667	31.193	-0.470526
0.163333	31.204	-0.472490
0.165000	31.217	-0.474554
0.166667	31.229	-0.475443
0.168333	31.242	-0.476348
0.170000	31.255	-0.476925
0.171667	31.267	-0.477535
0.173333	31.279	-0.479871
0.175000	31.291	-0.481723
0.176667	31.303	-0.481875
0.178333	31.316	-0.482015
0.180000	31.328	-0.482473
0.181667	31.341	-0.482677
0.183333	31.353	-0.483601
0.185000	31.366	-0.483026
0.186667	31.379	-0.483128
0.188333	31.392	-0.483026
0.190000	31.405	-0.482423
0.191667	31.418	-0.482385
0.193333	31.430	-0.482767
0.195000	31.443	-0.482991
0.196667	31.457	-0.482828
0.198333	31.469	-0.482787
0.200000	31.482	-0.482679
0.201667	31.494	-0.482845
0.203333	31.509	-0.482827
0.205000	31.520	-0.483026
0.206667	31.534	-0.483165
0.208333	31.547	-0.483510
0.210000	31.561	-0.483910
0.211667	31.574	-0.484225
0.213333	31.588	-0.484470
0.215000	31.601	-0.484530
0.216667	31.614	-0.484467
0.218333	31.628	-0.482730
0.220000	31.641	-0.481247
0.221667	31.654	-0.480213
0.223333	31.668	-0.479291
0.225000	31.681	-0.478860
0.226667	31.695	-0.478593
0.228333	31.709	-0.478708
0.230000	31.722	-0.478874
0.231667	31.736	-0.479455
0.233333	31.748	-0.479573
0.235000	31.762	-0.479744
0.236667	31.776	-0.479904
0.238333	31.789	-0.480009
0.240000	31.804	-0.480052
0.241667	31.818	-0.480199
0.243333	31.830	-0.480298
0.245000	31.846	-0.480189
