Filename	2-fluoro-4-nitrophenol
Instrument name	DSC2A-00807 (172.23.165.2)
Operator	Petroc Shelley
rundate	5/3/2019
Sample name	2-fluoro-4-nitrophenol
proceduresegments	Ramp 10 °C/min to 140.00 °C
[step]
Ramp 10 °C/min to 140.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00000		
1.66667e-3		
3.33333e-3		
5.00000e-3		
6.66667e-3		
8.33333e-3	30.391	
0.0100000	30.394	
0.0116667	30.395	
0.0133333	30.398	
0.0150000	30.400	
0.0166667	30.402	
0.0183333	30.404	
0.0200000	30.406	
0.0216667	30.409	
0.0233333	30.411	
0.0250000	30.414	
0.0266667	30.416	
0.0283333	30.418	
0.0300000	30.422	
0.0316667	30.424	
0.0333333	30.427	
0.0350000	30.430	
0.0366667	30.431	
0.0383333	30.434	
0.0400000	30.436	
0.0416667	30.439	
0.0433333	30.442	
0.0450000	30.445	
0.0466667	30.448	
0.0483333	30.451	
0.0500000	30.453	
0.0516667	30.457	
0.0533333	30.461	
0.0550000	30.465	
0.0566667	30.468	
0.0583333	30.472	-0.212211
0.0600000	30.476	-0.212204
0.0616667	30.480	-0.212181
0.0633333	30.484	-0.212115
0.0650000	30.488	-0.211968
0.0666667	30.494	-0.211759
0.0683333	30.498	-0.211531
0.0700000	30.501	-0.211329
0.0716667	30.507	-0.211173
0.0733333	30.512	-0.211059
0.0750000	30.518	-0.211006
0.0766667	30.523	-0.210986
0.0783333	30.529	-0.210973
0.0800000	30.535	-0.210964
0.0816667	30.540	-0.210960
0.0833333	30.547	-0.210960
0.0850000	30.552	-0.210962
0.0866667	30.560	-0.210972
0.0883333	30.567	-0.211011
0.0900000	30.574	-0.211139
0.0916667	30.581	-0.211459
0.0933333	30.588	-0.212144
0.0950000	30.597	-0.213418
0.0966667	30.604	-0.215456
0.0983333	30.612	-0.217935
0.100000	30.620	-0.220678
0.101667	30.628	-0.223611
0.103333	30.636	-0.226534
0.105000	30.645	-0.228961
0.106667	30.655	-0.231239
0.108333	30.663	-0.233918
0.110000	30.673	-0.235480
0.111667	30.681	-0.237491
0.113333	30.691	-0.239296
0.115000	30.700	-0.241425
0.116667	30.710	-0.243190
0.118333	30.719	-0.244795
0.120000	30.729	-0.247142
0.121667	30.739	-0.249573
0.123333	30.750	-0.251733
0.125000	30.761	-0.253204
0.126667	30.772	-0.255281
0.128333	30.783	-0.256758
0.130000	30.794	-0.258255
0.131667	30.804	-0.259695
0.133333	30.815	-0.260676
0.135000	30.825	-0.261744
0.136667	30.837	-0.263251
0.138333	30.848	-0.264957
0.140000	30.859	-0.266846
0.141667	30.869	-0.268595
0.143333	30.880	-0.269660
0.145000	30.893	-0.271236
0.146667	30.904	-0.272872
0.148333	30.916	-0.273810
0.150000	30.928	-0.274889
0.151667	30.940	-0.275283
0.153333	30.951	-0.276012
0.155000	30.963	-0.276422
0.156667	30.976	-0.277170
0.158333	30.988	-0.277602
0.160000	31.000	-0.277749
0.161667	31.012	-0.277840
0.163333	31.023	-0.278947
0.165000	31.036	-0.279583
0.166667	31.050	-0.280282
0.168333	31.060	-0.280576
0.170000	31.073	-0.280947
0.171667	31.085	-0.281672
0.173333	31.097	-0.282616
0.175000	31.111	-0.283248
0.176667	31.124	-0.283596
0.178333	31.136	-0.283384
0.180000	31.149	-0.283320
0.181667	31.160	-0.283514
0.183333	31.174	-0.283629
0.185000	31.187	-0.283602
0.186667	31.199	-0.283414
0.188333	31.213	-0.283253
0.190000	31.226	-0.283389
0.191667	31.238	-0.283569
0.193333	31.251	-0.283787
0.195000	31.265	-0.283966
0.196667	31.277	-0.283929
0.198333	31.290	-0.283915
0.200000	31.303	-0.283917
0.201667	31.316	-0.283911
0.203333	31.329	-0.283884
0.205000	31.343	-0.283815
0.206667	31.356	-0.283795
0.208333	31.368	-0.283775
0.210000	31.382	-0.283792
0.211667	31.396	-0.283776
0.213333	31.409	-0.283743
0.215000	31.423	-0.283697
0.216667	31.435	-0.283323
0.218333	31.448	-0.283149
0.220000	31.461	-0.283147
0.221667	31.476	-0.283144
0.223333	31.489	-0.283095
0.225000	31.502	-0.283063
0.226667	31.517	-0.282995
0.228333	31.530	-0.282919
0.230000	31.544	-0.282881
0.231667	31.557	-0.282833
0.233333	31.570	-0.282717
0.235000	31.584	-0.282581
0.236667	31.598	-0.282515
0.238333	31.613	-0.282418
0.240000	31.626	-0.282318
0.241667	31.640	-0.282221
0.243333	31.654	-0.282112
0.245000	31.668	-0.281997
