Filename	4-fluoro-2-nitrophenol
Instrument name	DSC2A-00807 (172.23.165.2)
Operator	Petroc Shelley
rundate	5/3/2019
Sample name	4-fluoro-2-nitrophenol
proceduresegments	Ramp 10 °C/min to 100.00 °C
[step]
Ramp 10 °C/min to 100.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00000		
1.66667e-3		
3.33333e-3		
5.00000e-3		
6.66667e-3		
8.33333e-3	30.367	
0.0100000	30.369	
0.0116667	30.372	
0.0133333	30.374	
0.0150000	30.377	
0.0166667	30.379	
0.0183333	30.380	
0.0200000	30.383	
0.0216667	30.385	
0.0233333	30.387	
0.0250000	30.389	
0.0266667	30.392	
0.0283333	30.394	
0.0300000	30.397	
0.0316667	30.399	
0.0333333	30.401	
0.0350000	30.404	
0.0366667	30.406	
0.0383333	30.410	
0.0400000	30.412	
0.0416667	30.415	
0.0433333	30.418	
0.0450000	30.421	
0.0466667	30.423	
0.0483333	30.427	
0.0500000	30.430	
0.0516667	30.433	
0.0533333	30.437	
0.0550000	30.441	
0.0566667	30.445	
0.0583333	30.448	-0.531893
0.0600000	30.453	-0.531732
0.0616667	30.457	-0.530475
0.0633333	30.462	-0.526749
0.0650000	30.466	-0.520667
0.0666667	30.472	-0.511790
0.0683333	30.477	-0.500879
0.0700000	30.482	-0.491067
0.0716667	30.488	-0.482361
0.0733333	30.493	-0.476595
0.0750000	30.501	-0.471195
0.0766667	30.506	-0.465659
0.0783333	30.513	-0.460807
0.0800000	30.518	-0.455678
0.0816667	30.526	-0.449795
0.0833333	30.532	-0.444911
0.0850000	30.540	-0.439718
0.0866667	30.547	-0.434325
0.0883333	30.555	-0.428639
0.0900000	30.563	-0.423384
0.0916667	30.572	-0.418490
0.0933333	30.579	-0.412630
0.0950000	30.587	-0.406847
0.0966667	30.596	-0.402916
0.0983333	30.605	-0.398315
0.100000	30.615	-0.394006
0.101667	30.624	-0.389237
0.103333	30.633	-0.384395
0.105000	30.644	-0.380798
0.106667	30.654	-0.375727
0.108333	30.664	-0.371580
0.110000	30.673	-0.367506
0.111667	30.684	-0.362036
0.113333	30.694	-0.357196
0.115000	30.705	-0.352688
0.116667	30.717	-0.348160
0.118333	30.726	-0.344795
0.120000	30.738	-0.339823
0.121667	30.750	-0.336359
0.123333	30.760	-0.333163
0.125000	30.773	-0.329027
0.126667	30.783	-0.325776
0.128333	30.796	-0.322001
0.130000	30.808	-0.318204
0.131667	30.819	-0.314095
0.133333	30.831	-0.310343
0.135000	30.844	-0.306517
0.136667	30.856	-0.303017
0.138333	30.869	-0.299627
0.140000	30.881	-0.297081
0.141667	30.893	-0.295133
0.143333	30.906	-0.291998
0.145000	30.918	-0.289179
0.146667	30.932	-0.286845
0.148333	30.944	-0.284737
0.150000	30.958	-0.282697
0.151667	30.970	-0.280465
0.153333	30.983	-0.277216
0.155000	30.996	-0.273394
0.156667	31.010	-0.270880
0.158333	31.022	-0.269360
0.160000	31.035	-0.266636
0.161667	31.048	-0.263000
0.163333	31.061	-0.260541
0.165000	31.074	-0.258056
0.166667	31.088	-0.255598
0.168333	31.101	-0.255039
0.170000	31.114	-0.252992
0.171667	31.128	-0.251727
0.173333	31.141	-0.249356
0.175000	31.155	-0.247963
0.176667	31.168	-0.246927
0.178333	31.181	-0.245156
0.180000	31.193	-0.242558
0.181667	31.207	-0.240372
0.183333	31.221	-0.238336
0.185000	31.235	-0.237021
0.186667	31.248	-0.235335
0.188333	31.261	-0.234021
0.190000	31.275	-0.234383
0.191667	31.289	-0.233261
0.193333	31.303	-0.232334
0.195000	31.316	-0.231076
0.196667	31.329	-0.229767
0.198333	31.343	-0.229448
0.200000	31.357	-0.228653
0.201667	31.370	-0.228539
0.203333	31.385	-0.227733
0.205000	31.398	-0.226523
0.206667	31.412	-0.225557
0.208333	31.425	-0.224842
0.210000	31.440	-0.224516
0.211667	31.453	-0.223775
0.213333	31.467	-0.221744
0.215000	31.481	-0.220053
0.216667	31.495	-0.219156
0.218333	31.508	-0.218505
0.220000	31.522	-0.217861
0.221667	31.537	-0.216794
0.223333	31.551	-0.216746
0.225000	31.565	-0.216334
0.226667	31.579	-0.216142
0.228333	31.591	-0.215895
0.230000	31.606	-0.215554
0.231667	31.621	-0.214814
0.233333	31.635	-0.213911
0.235000	31.649	-0.213035
0.236667	31.663	-0.212222
0.238333	31.678	-0.211407
0.240000	31.691	-0.210413
0.241667	31.707	-0.209979
0.243333	31.720	-0.209825
0.245000	31.734	-0.209924
