Filename	4-methyl-2-nitrophenol
Instrument name	DSC2A-00807 (172.23.165.2)
Operator	Petroc Shelley
rundate	5/3/2019
Sample name	4-methyl-2-nitrophenol
proceduresegments	Ramp 10 °C/min to 140.00 °C
[step]
Ramp 10 °C/min to 140.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00000		
1.66667e-3		
3.33333e-3		
5.00000e-3		
6.66667e-3		
8.33333e-3	30.205	
0.0100000	30.207	
0.0116667	30.209	
0.0133333	30.212	
0.0150000	30.215	
0.0166667	30.218	
0.0183333	30.219	
0.0200000	30.221	
0.0216667	30.224	
0.0233333	30.227	
0.0250000	30.229	
0.0266667	30.232	
0.0283333	30.234	
0.0300000	30.236	
0.0316667	30.240	
0.0333333	30.242	
0.0350000	30.244	
0.0366667	30.248	
0.0383333	30.250	
0.0400000	30.253	
0.0416667	30.256	
0.0433333	30.260	
0.0450000	30.262	
0.0466667	30.266	
0.0483333	30.269	
0.0500000	30.272	
0.0516667	30.275	
0.0533333	30.279	
0.0550000	30.283	
0.0566667	30.288	
0.0583333	30.290	-0.695289
0.0600000	30.294	-0.695276
0.0616667	30.300	-0.695188
0.0633333	30.303	-0.694843
0.0650000	30.307	-0.694175
0.0666667	30.311	-0.693181
0.0683333	30.315	-0.692045
0.0700000	30.322	-0.690633
0.0716667	30.326	-0.689122
0.0733333	30.332	-0.687346
0.0750000	30.338	-0.685695
0.0766667	30.344	-0.684345
0.0783333	30.350	-0.683217
0.0800000	30.356	-0.682399
0.0816667	30.362	-0.681786
0.0833333	30.369	-0.681244
0.0850000	30.375	-0.680884
0.0866667	30.382	-0.680740
0.0883333	30.389	-0.680633
0.0900000	30.396	-0.680602
0.0916667	30.403	-0.680498
0.0933333	30.411	-0.680384
0.0950000	30.420	-0.680360
0.0966667	30.427	-0.680355
0.0983333	30.435	-0.680379
0.100000	30.443	-0.680427
0.101667	30.452	-0.680596
0.103333	30.461	-0.680705
0.105000	30.468	-0.680742
0.106667	30.478	-0.680803
0.108333	30.488	-0.680881
0.110000	30.497	-0.681003
0.111667	30.506	-0.681201
0.113333	30.517	-0.681651
0.115000	30.526	-0.682418
0.116667	30.536	-0.683418
0.118333	30.545	-0.684806
0.120000	30.556	-0.686771
0.121667	30.566	-0.688952
0.123333	30.576	-0.691438
0.125000	30.587	-0.693709
0.126667	30.597	-0.695875
0.128333	30.609	-0.698274
0.130000	30.620	-0.701063
0.131667	30.631	-0.703924
0.133333	30.642	-0.706630
0.135000	30.653	-0.708566
0.136667	30.665	-0.710457
0.138333	30.676	-0.712689
0.140000	30.687	-0.714432
0.141667	30.700	-0.716674
0.143333	30.710	-0.717586
0.145000	30.722	-0.719629
0.146667	30.733	-0.721668
0.148333	30.746	-0.723710
0.150000	30.757	-0.726396
0.151667	30.769	-0.729582
0.153333	30.782	-0.731919
0.155000	30.793	-0.734883
0.156667	30.805	-0.738037
0.158333	30.817	-0.740759
0.160000	30.830	-0.744216
0.161667	30.841	-0.747368
0.163333	30.853	-0.750147
0.165000	30.865	-0.753045
0.166667	30.878	-0.755770
0.168333	30.889	-0.758380
0.170000	30.901	-0.761206
0.171667	30.914	-0.764362
0.173333	30.926	-0.767042
0.175000	30.939	-0.769704
0.176667	30.951	-0.772712
0.178333	30.964	-0.776028
0.180000	30.975	-0.779334
0.181667	30.988	-0.782747
0.183333	31.000	-0.785096
0.185000	31.012	-0.788585
0.186667	31.025	-0.791047
0.188333	31.037	-0.794269
0.190000	31.050	-0.797157
0.191667	31.062	-0.800623
0.193333	31.074	-0.803943
0.195000	31.086	-0.807550
0.196667	31.099	-0.811255
0.198333	31.111	-0.815309
0.200000	31.123	-0.819590
0.201667	31.137	-0.823180
0.203333	31.148	-0.826701
0.205000	31.162	-0.830389
0.206667	31.174	-0.834328
0.208333	31.187	-0.838623
0.210000	31.199	-0.842815
0.211667	31.212	-0.847125
0.213333	31.225	-0.851592
0.215000	31.238	-0.856682
0.216667	31.250	-0.861187
0.218333	31.263	-0.866864
0.220000	31.275	-0.871308
0.221667	31.288	-0.876344
0.223333	31.301	-0.881633
0.225000	31.314	-0.886675
0.226667	31.327	-0.892615
0.228333	31.340	-0.898104
0.230000	31.353	-0.904046
0.231667	31.365	-0.910145
0.233333	31.379	-0.916315
0.235000	31.390	-0.923177
0.236667	31.403	-0.930603
0.238333	31.416	-0.938729
0.240000	31.429	-0.947410
0.241667	31.440	-0.956939
0.243333	31.453	-0.966659
0.245000	31.464	-0.976724
