Filename	3-methyl-4-nitrophenol
Instrument name	DSC2A-00807 (172.23.165.2)
Operator	Petroc Shelley
rundate	5/3/2019
Sample name	3-methyl-4-nitrophenol
proceduresegments	Ramp 10 °C/min to 140.00 °C
[step]
Ramp 10 °C/min to 140.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00000		
1.66667e-3		
3.33333e-3		
5.00000e-3		
6.66667e-3		
8.33333e-3	30.409	
0.0100000	30.411	
0.0116667	30.413	
0.0133333	30.415	
0.0150000	30.418	
0.0166667	30.421	
0.0183333	30.422	
0.0200000	30.424	
0.0216667	30.427	
0.0233333	30.429	
0.0250000	30.432	
0.0266667	30.434	
0.0283333	30.437	
0.0300000	30.439	
0.0316667	30.441	
0.0333333	30.443	
0.0350000	30.446	
0.0366667	30.449	
0.0383333	30.451	
0.0400000	30.454	
0.0416667	30.458	
0.0433333	30.461	
0.0450000	30.463	
0.0466667	30.466	
0.0483333	30.470	
0.0500000	30.473	
0.0516667	30.476	
0.0533333	30.479	
0.0550000	30.483	
0.0566667	30.487	
0.0583333	30.490	-0.700347
0.0600000	30.494	-0.700308
0.0616667	30.498	-0.700263
0.0633333	30.503	-0.700179
0.0650000	30.507	-0.700044
0.0666667	30.511	-0.699967
0.0683333	30.516	-0.699901
0.0700000	30.521	-0.699840
0.0716667	30.526	-0.699804
0.0733333	30.530	-0.699804
0.0750000	30.535	-0.699825
0.0766667	30.541	-0.699865
0.0783333	30.547	-0.699956
0.0800000	30.554	-0.700251
0.0816667	30.560	-0.701043
0.0833333	30.565	-0.702400
0.0850000	30.572	-0.704994
0.0866667	30.578	-0.709238
0.0883333	30.584	-0.715706
0.0900000	30.592	-0.724559
0.0916667	30.599	-0.738064
0.0933333	30.606	-0.752145
0.0950000	30.614	-0.767352
0.0966667	30.621	-0.780799
0.0983333	30.628	-0.793069
0.100000	30.637	-0.805711
0.101667	30.646	-0.814629
0.103333	30.654	-0.823245
0.105000	30.662	-0.833747
0.106667	30.670	-0.843059
0.108333	30.679	-0.852396
0.110000	30.688	-0.863502
0.111667	30.697	-0.872174
0.113333	30.707	-0.883197
0.115000	30.717	-0.894027
0.116667	30.726	-0.904782
0.118333	30.737	-0.914281
0.120000	30.745	-0.924372
0.121667	30.755	-0.933402
0.123333	30.766	-0.942693
0.125000	30.776	-0.951137
0.126667	30.787	-0.958953
0.128333	30.797	-0.966818
0.130000	30.808	-0.973122
0.131667	30.819	-0.981603
0.133333	30.830	-0.990963
0.135000	30.840	-0.997426
0.136667	30.851	-1.00529
0.138333	30.862	-1.01413
0.140000	30.873	-1.01901
0.141667	30.885	-1.02493
0.143333	30.896	-1.02865
0.145000	30.908	-1.03281
0.146667	30.919	-1.03804
0.148333	30.931	-1.04215
0.150000	30.944	-1.04521
0.151667	30.954	-1.04636
0.153333	30.967	-1.05020
0.155000	30.979	-1.05142
0.156667	30.990	-1.05218
0.158333	31.003	-1.05683
0.160000	31.016	-1.06002
0.161667	31.028	-1.06297
0.163333	31.040	-1.06689
0.165000	31.052	-1.07059
0.166667	31.064	-1.07222
0.168333	31.077	-1.07358
0.170000	31.089	-1.07404
0.171667	31.101	-1.07346
0.173333	31.114	-1.07286
0.175000	31.127	-1.07162
0.176667	31.140	-1.07149
0.178333	31.153	-1.07089
0.180000	31.165	-1.06963
0.181667	31.177	-1.06870
0.183333	31.190	-1.06769
0.185000	31.202	-1.06740
0.186667	31.216	-1.06661
0.188333	31.229	-1.06623
0.190000	31.242	-1.06556
0.191667	31.255	-1.06496
0.193333	31.268	-1.05894
0.195000	31.281	-1.05761
0.196667	31.294	-1.05687
0.198333	31.307	-1.05487
0.200000	31.320	-1.05287
0.201667	31.333	-1.05128
0.203333	31.346	-1.04931
0.205000	31.360	-1.04725
0.206667	31.373	-1.04551
0.208333	31.386	-1.04398
0.210000	31.399	-1.04256
0.211667	31.413	-1.04082
0.213333	31.426	-1.03896
0.215000	31.440	-1.03657
0.216667	31.453	-1.03415
0.218333	31.466	-1.03121
0.220000	31.480	-1.02859
0.221667	31.493	-1.02645
0.223333	31.508	-1.02427
0.225000	31.521	-1.02245
0.226667	31.534	-1.02125
0.228333	31.548	-1.02046
0.230000	31.562	-1.02013
0.231667	31.576	-1.01970
0.233333	31.590	-1.01924
0.235000	31.604	-1.01834
0.236667	31.618	-1.01696
0.238333	31.632	-1.01479
0.240000	31.646	-1.01184
0.241667	31.660	-1.00805
0.243333	31.674	-1.00393
0.245000	31.688	-0.999883
