Filename	3-methyl-4-nitrobenzoic acid
Instrument name	DSC2A-00807 (172.23.165.2)
Operator	
rundate	5/21/2019
Sample name	3-methyl-4-nitrobenzoic acid
proceduresegments	Ramp 10 °C/min to 240.00 °C
[step]
Ramp 10 °C/min to 240.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00000		
1.66667e-3		
3.33333e-3		
5.00000e-3		
6.66667e-3		
8.33333e-3	30.232	
0.0100000	30.236	
0.0116667	30.239	
0.0133333	30.243	
0.0150000	30.245	
0.0166667	30.249	
0.0183333	30.253	
0.0200000	30.256	
0.0216667	30.260	
0.0233333	30.263	
0.0250000	30.266	
0.0266667	30.270	
0.0283333	30.273	
0.0300000	30.276	
0.0316667	30.281	
0.0333333	30.284	
0.0350000	30.288	
0.0366667	30.291	
0.0383333	30.295	
0.0400000	30.299	
0.0416667	30.302	
0.0433333	30.306	
0.0450000	30.309	
0.0466667	30.313	
0.0483333	30.318	
0.0500000	30.322	
0.0516667	30.327	
0.0533333	30.331	
0.0550000	30.334	
0.0566667	30.339	
0.0583333	30.344	-0.660816
0.0600000	30.349	-0.660283
0.0616667	30.354	-0.656263
0.0633333	30.359	-0.644821
0.0650000	30.364	-0.629246
0.0666667	30.371	-0.616320
0.0683333	30.376	-0.608047
0.0700000	30.383	-0.599699
0.0716667	30.388	-0.592265
0.0733333	30.395	-0.584336
0.0750000	30.403	-0.575927
0.0766667	30.408	-0.567810
0.0783333	30.416	-0.559517
0.0800000	30.423	-0.551248
0.0816667	30.431	-0.542381
0.0833333	30.439	-0.533885
0.0850000	30.445	-0.526795
0.0866667	30.454	-0.519259
0.0883333	30.462	-0.511989
0.0900000	30.470	-0.504757
0.0916667	30.478	-0.497357
0.0933333	30.489	-0.491242
0.0950000	30.496	-0.483446
0.0966667	30.506	-0.476557
0.0983333	30.516	-0.469367
0.100000	30.525	-0.462193
0.101667	30.535	-0.455719
0.103333	30.545	-0.449001
0.105000	30.554	-0.443056
0.106667	30.564	-0.437059
0.108333	30.576	-0.431675
0.110000	30.585	-0.426143
0.111667	30.595	-0.421271
0.113333	30.605	-0.414355
0.115000	30.617	-0.408336
0.116667	30.628	-0.402547
0.118333	30.640	-0.396370
0.120000	30.652	-0.390720
0.121667	30.662	-0.385608
0.123333	30.675	-0.380182
0.125000	30.687	-0.374832
0.126667	30.698	-0.371152
0.128333	30.709	-0.365398
0.130000	30.721	-0.360432
0.131667	30.733	-0.355081
0.133333	30.746	-0.351109
0.135000	30.758	-0.347206
0.136667	30.769	-0.343206
0.138333	30.782	-0.338333
0.140000	30.794	-0.334763
0.141667	30.807	-0.331001
0.143333	30.820	-0.327619
0.145000	30.832	-0.323804
0.146667	30.845	-0.319876
0.148333	30.859	-0.314916
0.150000	30.871	-0.310587
0.151667	30.884	-0.306425
0.153333	30.897	-0.303319
0.155000	30.910	-0.300432
0.156667	30.923	-0.296469
0.158333	30.935	-0.292307
0.160000	30.950	-0.289627
0.161667	30.962	-0.287824
0.163333	30.975	-0.284551
0.165000	30.988	-0.282267
0.166667	31.001	-0.279500
0.168333	31.016	-0.277169
0.170000	31.029	-0.274761
0.171667	31.042	-0.272102
0.173333	31.056	-0.268956
0.175000	31.070	-0.265159
0.176667	31.082	-0.261661
0.178333	31.096	-0.259589
0.180000	31.109	-0.257341
0.181667	31.123	-0.255611
0.183333	31.136	-0.253299
0.185000	31.150	-0.250522
0.186667	31.162	-0.247605
0.188333	31.177	-0.245629
0.190000	31.191	-0.243569
0.191667	31.204	-0.240781
0.193333	31.217	-0.238484
0.195000	31.231	-0.236529
0.196667	31.244	-0.235492
0.198333	31.259	-0.234051
0.200000	31.271	-0.231446
0.201667	31.286	-0.230911
0.203333	31.299	-0.229064
0.205000	31.312	-0.227306
0.206667	31.327	-0.225534
0.208333	31.341	-0.223827
0.210000	31.354	-0.221178
0.211667	31.368	-0.220061
0.213333	31.382	-0.218668
0.215000	31.396	-0.217887
0.216667	31.410	-0.215592
0.218333	31.424	-0.212252
0.220000	31.439	-0.210587
0.221667	31.453	-0.208451
0.223333	31.466	-0.206943
0.225000	31.481	-0.204799
0.226667	31.495	-0.204937
0.228333	31.509	-0.203662
0.230000	31.523	-0.202529
0.231667	31.536	-0.201829
0.233333	31.551	-0.200788
0.235000	31.566	-0.199155
0.236667	31.580	-0.196447
0.238333	31.594	-0.192567
0.240000	31.609	-0.190359
0.241667	31.624	-0.188797
0.243333	31.638	-0.187988
0.245000	31.652	-0.188481
