Filename	5-chloro-2-nitrobenzoic acid
Instrument name	DSC2A-00807 (172.23.165.2)
Operator	
rundate	5/21/2019
Sample name	5-chloro-2-nitrobenzoic acid
proceduresegments	Ramp 10 °C/min to 160.00 °C
[step]
Ramp 10 °C/min to 160.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00000		
1.66667e-3		
3.33333e-3		
5.00000e-3		
6.66667e-3		
8.33333e-3	30.252	
0.0100000	30.256	
0.0116667	30.260	
0.0133333	30.263	
0.0150000	30.267	
0.0166667	30.270	
0.0183333	30.273	
0.0200000	30.276	
0.0216667	30.279	
0.0233333	30.284	
0.0250000	30.287	
0.0266667	30.290	
0.0283333	30.294	
0.0300000	30.297	
0.0316667	30.300	
0.0333333	30.304	
0.0350000	30.308	
0.0366667	30.312	
0.0383333	30.315	
0.0400000	30.319	
0.0416667	30.323	
0.0433333	30.327	
0.0450000	30.331	
0.0466667	30.335	
0.0483333	30.338	
0.0500000	30.344	
0.0516667	30.348	
0.0533333	30.352	
0.0550000	30.357	
0.0566667	30.360	
0.0583333	30.365	-0.259751
0.0600000	30.370	-0.259724
0.0616667	30.374	-0.259538
0.0633333	30.379	-0.259005
0.0650000	30.386	-0.257860
0.0666667	30.391	-0.256045
0.0683333	30.397	-0.253759
0.0700000	30.402	-0.251148
0.0716667	30.407	-0.248779
0.0733333	30.414	-0.246882
0.0750000	30.419	-0.245152
0.0766667	30.426	-0.243526
0.0783333	30.432	-0.242097
0.0800000	30.440	-0.240842
0.0816667	30.446	-0.240036
0.0833333	30.453	-0.239489
0.0850000	30.460	-0.238966
0.0866667	30.467	-0.238493
0.0883333	30.475	-0.238112
0.0900000	30.483	-0.237940
0.0916667	30.490	-0.237833
0.0933333	30.499	-0.237671
0.0950000	30.506	-0.237514
0.0966667	30.515	-0.237375
0.0983333	30.523	-0.237383
0.100000	30.532	-0.237533
0.101667	30.540	-0.237672
0.103333	30.549	-0.237759
0.105000	30.559	-0.237832
0.106667	30.568	-0.237876
0.108333	30.577	-0.237949
0.110000	30.588	-0.238046
0.111667	30.597	-0.238489
0.113333	30.607	-0.238840
0.115000	30.617	-0.239122
0.116667	30.626	-0.239355
0.118333	30.637	-0.239522
0.120000	30.647	-0.239598
0.121667	30.657	-0.239693
0.123333	30.667	-0.239842
0.125000	30.679	-0.240005
0.126667	30.689	-0.240201
0.128333	30.701	-0.240371
0.130000	30.711	-0.240553
0.131667	30.723	-0.240732
0.133333	30.735	-0.240904
0.135000	30.746	-0.241118
0.136667	30.757	-0.241320
0.138333	30.769	-0.241537
0.140000	30.780	-0.241813
0.141667	30.792	-0.242318
0.143333	30.804	-0.242875
0.145000	30.815	-0.243547
0.146667	30.827	-0.244330
0.148333	30.839	-0.244983
0.150000	30.851	-0.245574
0.151667	30.863	-0.246155
0.153333	30.875	-0.246795
0.155000	30.888	-0.247302
0.156667	30.900	-0.247837
0.158333	30.912	-0.248170
0.160000	30.924	-0.248389
0.161667	30.937	-0.248598
0.163333	30.949	-0.248756
0.165000	30.962	-0.248904
0.166667	30.975	-0.249045
0.168333	30.987	-0.249225
0.170000	30.999	-0.249384
0.171667	31.013	-0.249549
0.173333	31.027	-0.249753
0.175000	31.038	-0.249970
0.176667	31.051	-0.250145
0.178333	31.063	-0.250309
0.180000	31.076	-0.250449
0.181667	31.089	-0.250506
0.183333	31.101	-0.250531
0.185000	31.115	-0.250573
0.186667	31.128	-0.250599
0.188333	31.141	-0.250622
0.190000	31.154	-0.250662
0.191667	31.166	-0.250716
0.193333	31.180	-0.250771
0.195000	31.193	-0.250817
0.196667	31.206	-0.250902
0.198333	31.220	-0.250994
0.200000	31.233	-0.251029
0.201667	31.246	-0.251057
0.203333	31.260	-0.251074
0.205000	31.274	-0.251086
0.206667	31.286	-0.251093
0.208333	31.300	-0.251096
0.210000	31.313	-0.251102
0.211667	31.327	-0.251109
0.213333	31.341	-0.251116
0.215000	31.354	-0.251118
0.216667	31.367	-0.251115
0.218333	31.381	-0.251111
0.220000	31.394	-0.251101
0.221667	31.408	-0.251095
0.223333	31.421	-0.251084
0.225000	31.435	-0.251079
0.226667	31.449	-0.251078
0.228333	31.463	-0.251081
0.230000	31.477	-0.251086
0.231667	31.491	-0.251091
0.233333	31.505	-0.251093
0.235000	31.519	-0.251092
0.236667	31.533	-0.251088
0.238333	31.547	-0.251076
0.240000	31.561	-0.251047
0.241667	31.576	-0.250987
0.243333	31.589	-0.250916
0.245000	31.602	-0.250847
