Filename	5-fluoro-2-nitrophenol
Instrument name	DSC2A-00807 (172.23.165.2)
Operator	Petroc Shelley
rundate	5/3/2019
Sample name	5-fluoro-2-nitrophenol
proceduresegments	Ramp 10 °C/min to 60.00 °C
[step]
Ramp 10 °C/min to 60.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00000		
1.66667e-3		
3.33333e-3		
5.00000e-3		
6.66667e-3		
8.33333e-3	30.091	
0.0100000	30.093	
0.0116667	30.097	
0.0133333	30.099	
0.0150000	30.101	
0.0166667	30.104	
0.0183333	30.105	
0.0200000	30.108	
0.0216667	30.110	
0.0233333	30.112	
0.0250000	30.114	
0.0266667	30.117	
0.0283333	30.118	
0.0300000	30.122	
0.0316667	30.124	
0.0333333	30.126	
0.0350000	30.129	
0.0366667	30.132	
0.0383333	30.134	
0.0400000	30.137	
0.0416667	30.139	
0.0433333	30.142	
0.0450000	30.146	
0.0466667	30.149	
0.0483333	30.151	
0.0500000	30.155	
0.0516667	30.158	
0.0533333	30.162	
0.0550000	30.166	
0.0566667	30.170	
0.0583333	30.174	-0.521706
0.0600000	30.178	-0.521647
0.0616667	30.182	-0.521193
0.0633333	30.187	-0.519736
0.0650000	30.192	-0.516823
0.0666667	30.196	-0.513559
0.0683333	30.202	-0.511108
0.0700000	30.207	-0.509190
0.0716667	30.213	-0.507323
0.0733333	30.219	-0.505624
0.0750000	30.225	-0.503836
0.0766667	30.232	-0.502146
0.0783333	30.239	-0.500581
0.0800000	30.245	-0.498981
0.0816667	30.251	-0.497478
0.0833333	30.259	-0.495997
0.0850000	30.267	-0.494320
0.0866667	30.274	-0.492772
0.0883333	30.283	-0.491279
0.0900000	30.291	-0.489692
0.0916667	30.299	-0.488069
0.0933333	30.308	-0.486669
0.0950000	30.316	-0.485259
0.0966667	30.325	-0.483892
0.0983333	30.335	-0.482589
0.100000	30.343	-0.481436
0.101667	30.352	-0.480388
0.103333	30.362	-0.479124
0.105000	30.373	-0.478103
0.106667	30.383	-0.477070
0.108333	30.391	-0.475944
0.110000	30.402	-0.474822
0.111667	30.412	-0.473761
0.113333	30.424	-0.472932
0.115000	30.435	-0.472171
0.116667	30.446	-0.471564
0.118333	30.457	-0.470633
0.120000	30.469	-0.469906
0.121667	30.479	-0.469279
0.123333	30.491	-0.468784
0.125000	30.502	-0.468349
0.126667	30.514	-0.467718
0.128333	30.525	-0.467138
0.130000	30.537	-0.466945
0.131667	30.548	-0.466709
0.133333	30.560	-0.466834
0.135000	30.572	-0.466748
0.136667	30.584	-0.466690
0.138333	30.597	-0.466878
0.140000	30.608	-0.466956
0.141667	30.621	-0.467250
0.143333	30.633	-0.467778
0.145000	30.645	-0.468010
0.146667	30.659	-0.468284
0.148333	30.671	-0.468830
0.150000	30.683	-0.469782
0.151667	30.696	-0.470473
0.153333	30.708	-0.471282
0.155000	30.721	-0.472139
0.156667	30.733	-0.472984
0.158333	30.746	-0.473662
0.160000	30.758	-0.474170
0.161667	30.771	-0.474638
0.163333	30.783	-0.475200
0.165000	30.796	-0.475870
0.166667	30.808	-0.476799
0.168333	30.820	-0.477810
0.170000	30.833	-0.478835
0.171667	30.846	-0.480176
0.173333	30.859	-0.481755
0.175000	30.871	-0.483504
0.176667	30.883	-0.485147
0.178333	30.896	-0.486765
0.180000	30.910	-0.488228
0.181667	30.923	-0.489452
0.183333	30.934	-0.490587
0.185000	30.948	-0.492167
0.186667	30.960	-0.493679
0.188333	30.972	-0.495238
0.190000	30.985	-0.497079
0.191667	30.997	-0.499129
0.193333	31.011	-0.501193
0.195000	31.023	-0.503176
0.196667	31.036	-0.505029
0.198333	31.049	-0.506899
0.200000	31.061	-0.508819
0.201667	31.073	-0.510470
0.203333	31.086	-0.512401
0.205000	31.099	-0.514331
0.206667	31.112	-0.516257
0.208333	31.124	-0.518469
0.210000	31.137	-0.520932
0.211667	31.150	-0.523519
0.213333	31.162	-0.526154
0.215000	31.176	-0.529151
0.216667	31.189	-0.532206
0.218333	31.201	-0.535779
0.220000	31.213	-0.539517
0.221667	31.225	-0.543110
0.223333	31.238	-0.547121
0.225000	31.250	-0.551174
0.226667	31.261	-0.555267
0.228333	31.275	-0.559592
0.230000	31.287	-0.564080
0.231667	31.299	-0.568981
0.233333	31.312	-0.573813
0.235000	31.324	-0.578949
0.236667	31.336	-0.583979
0.238333	31.350	-0.588785
0.240000	31.362	-0.593375
0.241667	31.373	-0.597751
0.243333	31.387	-0.602021
0.245000	31.398	-0.605865
