Filename	3-nitrobenzaldehyde
Instrument name	DSC2A-00807 (172.23.165.2)
Operator	Petroc Shelley
rundate	5/3/2019
Sample name	3-nitrobenzaldehyde
proceduresegments	Ramp 10 °C/min to 80.00 °C
[step]
Ramp 10 °C/min to 80.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00000		
1.66667e-3		
3.33333e-3		
5.00000e-3		
6.66667e-3		
8.33333e-3	30.299	
0.0100000	30.301	
0.0116667	30.304	
0.0133333	30.306	
0.0150000	30.309	
0.0166667	30.312	
0.0183333	30.314	
0.0200000	30.316	
0.0216667	30.319	
0.0233333	30.322	
0.0250000	30.325	
0.0266667	30.327	
0.0283333	30.330	
0.0300000	30.332	
0.0316667	30.336	
0.0333333	30.339	
0.0350000	30.341	
0.0366667	30.345	
0.0383333	30.346	
0.0400000	30.352	
0.0416667	30.354	
0.0433333	30.356	
0.0450000	30.359	
0.0466667	30.363	
0.0483333	30.366	
0.0500000	30.370	
0.0516667	30.373	
0.0533333	30.377	
0.0550000	30.382	
0.0566667	30.385	
0.0583333	30.389	-0.206019
0.0600000	30.395	-0.206002
0.0616667	30.399	-0.205857
0.0633333	30.403	-0.205410
0.0650000	30.409	-0.204478
0.0666667	30.413	-0.203025
0.0683333	30.418	-0.201252
0.0700000	30.425	-0.199406
0.0716667	30.430	-0.197605
0.0733333	30.435	-0.195734
0.0750000	30.441	-0.194012
0.0766667	30.448	-0.192482
0.0783333	30.454	-0.191180
0.0800000	30.460	-0.190207
0.0816667	30.467	-0.189353
0.0833333	30.474	-0.188523
0.0850000	30.480	-0.187791
0.0866667	30.488	-0.187082
0.0883333	30.496	-0.186077
0.0900000	30.504	-0.185157
0.0916667	30.511	-0.184211
0.0933333	30.520	-0.183285
0.0950000	30.529	-0.182665
0.0966667	30.537	-0.181931
0.0983333	30.546	-0.181458
0.100000	30.555	-0.181172
0.101667	30.564	-0.180887
0.103333	30.572	-0.180475
0.105000	30.582	-0.180192
0.106667	30.592	-0.179605
0.108333	30.601	-0.179106
0.110000	30.611	-0.178456
0.111667	30.621	-0.177891
0.113333	30.632	-0.177315
0.115000	30.643	-0.176923
0.116667	30.654	-0.176523
0.118333	30.664	-0.176114
0.120000	30.676	-0.175490
0.121667	30.686	-0.175003
0.123333	30.697	-0.174588
0.125000	30.708	-0.174185
0.126667	30.719	-0.173637
0.128333	30.730	-0.173045
0.130000	30.743	-0.172443
0.131667	30.754	-0.171883
0.133333	30.767	-0.171542
0.135000	30.778	-0.171218
0.136667	30.790	-0.170962
0.138333	30.802	-0.170518
0.140000	30.814	-0.170066
0.141667	30.827	-0.169692
0.143333	30.838	-0.169491
0.145000	30.850	-0.169134
0.146667	30.862	-0.168738
0.148333	30.875	-0.168484
0.150000	30.888	-0.168196
0.151667	30.901	-0.167828
0.153333	30.913	-0.167526
0.155000	30.926	-0.167225
0.156667	30.939	-0.166843
0.158333	30.953	-0.166430
0.160000	30.965	-0.166059
0.161667	30.979	-0.165693
0.163333	30.992	-0.165155
0.165000	31.005	-0.164308
0.166667	31.018	-0.163525
0.168333	31.031	-0.162825
0.170000	31.044	-0.162144
0.171667	31.057	-0.161732
0.173333	31.070	-0.161690
0.175000	31.083	-0.161667
0.176667	31.096	-0.161668
0.178333	31.109	-0.161632
0.180000	31.123	-0.161605
0.181667	31.135	-0.161483
0.183333	31.149	-0.161271
0.185000	31.162	-0.160737
0.186667	31.175	-0.160096
0.188333	31.189	-0.159473
0.190000	31.202	-0.158971
0.191667	31.216	-0.158699
0.193333	31.229	-0.158443
0.195000	31.243	-0.158322
0.196667	31.257	-0.158199
0.198333	31.270	-0.158118
0.200000	31.283	-0.158035
0.201667	31.297	-0.158006
0.203333	31.311	-0.158011
0.205000	31.324	-0.158001
0.206667	31.337	-0.157969
0.208333	31.351	-0.157941
0.210000	31.364	-0.157888
0.211667	31.379	-0.157819
0.213333	31.391	-0.157713
0.215000	31.406	-0.157573
0.216667	31.420	-0.157360
0.218333	31.433	-0.157219
0.220000	31.447	-0.157112
0.221667	31.460	-0.157029
0.223333	31.474	-0.156995
0.225000	31.489	-0.156971
0.226667	31.503	-0.156960
0.228333	31.517	-0.156958
0.230000	31.530	-0.156940
0.231667	31.545	-0.156923
0.233333	31.559	-0.156909
0.235000	31.572	-0.156927
0.236667	31.586	-0.156991
0.238333	31.601	-0.157070
0.240000	31.615	-0.157148
0.241667	31.628	-0.157218
0.243333	31.643	-0.157280
0.245000	31.658	-0.157337
